model,intercept,slope,log_lik
4123,-2.6,0.084,-85.14539995848125
4124,-2.6,0.08600000000000001,-82.57932872265565
4125,-2.6,0.088,-80.52797616804584
4126,-2.6,0.09,-79.03668200292901
4127,-2.6,0.092,-78.15488380380945
4128,-2.6,0.094,-77.9364957978432
4129,-2.6,0.096,-78.44032334731374
4130,-2.6,0.098,-79.73051655876881
4131,-2.6,0.1,-81.87706677242485
4132,-2.5949999999999998,0,-375.47934501977227
4133,-2.5949999999999998,0.002,-367.12514209579285
4134,-2.5949999999999998,0.004,-358.78849533304714
4135,-2.5949999999999998,0.006,-350.47080554256706
4136,-2.5949999999999998,0.008,-342.173589096592
4137,-2.5949999999999998,0.01,-333.8984877624999
4138,-2.5949999999999998,0.012,-325.64727939748406
4139,-2.5949999999999998,0.014,-317.42188958123023
4140,-2.5949999999999998,0.016,-309.22440427093596
4141,-2.5949999999999998,0.018000000000000002,-301.0570835707659
4142,-2.5949999999999998,0.02,-292.92237671631545
4143,-2.5949999999999998,0.022,-284.8229383839277
4144,-2.5949999999999998,0.024,-276.7616464448539
4145,-2.5949999999999998,0.026000000000000002,-268.7416212953471
4146,-2.5949999999999998,0.028,-260.7662469059228
4147,-2.5949999999999998,0.03,-252.8391937463133
4148,-2.5949999999999998,0.032,-244.96444375718823
4149,-2.5949999999999998,0.034,-237.1463175556375
4150,-2.5949999999999998,0.036000000000000004,-229.38950407884602
4151,-2.5949999999999998,0.038,-221.69909288947542
4152,-2.5949999999999998,0.04,-214.08060938716767
4153,-2.5949999999999998,0.042,-206.54005319347445
4154,-2.5949999999999998,0.044,-199.08394000258397
4155,-2.5949999999999998,0.046,-191.7193472176768
4156,-2.5949999999999998,0.048,-184.4539637228261
4157,-2.5949999999999998,0.05,-177.29614417331544
4158,-2.5949999999999998,0.052000000000000005,-170.25496822336513
4159,-2.5949999999999998,0.054,-163.34030514983587
4160,-2.5949999999999998,0.056,-156.5628843738572
4161,-2.5949999999999998,0.058,-149.9343724298768
4162,-2.5949999999999998,0.06,-143.46745698375085
4163,-2.5949999999999998,0.062,-137.1759385586434
4164,-2.5949999999999998,0.064,-131.07483069016334
4165,-2.5949999999999998,0.066,-125.18046930088131
4166,-2.5949999999999998,0.068,-119.51063215972857
4167,-2.5949999999999998,0.07,-114.0846693744358
4168,-2.5949999999999998,0.07200000000000001,-108.9236459558391
4169,-2.5949999999999998,0.074,-104.05049759234994
4170,-2.5949999999999998,0.076,-99.49020088201972
4171,-2.5949999999999998,0.078,-95.26995938938252
4172,-2.5949999999999998,0.08,-91.41940702567192
4173,-2.5949999999999998,0.082,-87.97083039523717
4174,-2.5949999999999998,0.084,-84.95941190928914
4175,-2.5949999999999998,0.08600000000000001,-82.42349564188264
4176,-2.5949999999999998,0.088,-80.40487809381824
4177,-2.5949999999999998,0.09,-78.94912623960664
4178,-2.5949999999999998,0.092,-78.10592546263561
4179,-2.5949999999999998,0.094,-77.92946023624937
4180,-2.5949999999999998,0.096,-78.47883068583657
4181,-2.5949999999999998,0.098,-79.81850847169211
4182,-2.5949999999999998,0.1,-82.01883576708522
4183,-2.59,0,-374.9446857442188
4184,-2.59,0.002,-366.5916246578347
4185,-2.59,0.004,-358.25620773330866
4186,-2.59,0.006,-349.93984280326714
4187,-2.59,0.008,-341.644053840797
4188,-2.59,0.01,-333.3704908426695
4189,-2.59,0.012,-325.12094057762414
4190,-2.59,0.014,-316.897338277355
4191,-2.59,0.016,-308.7017803549636
4192,-2.59,0.018000000000000002,-300.53653824343394
4193,-2.59,0.02,-292.4040734552058
4194,-2.59,0.022,-284.3070539732429
4195,-2.59,0.024,-276.2483720941862
4196,-2.59,0.026000000000000002,-268.2311638553399
4197,-2.59,0.028,-260.25883018944245
4198,-2.59,0.03,-252.33505996453223
4199,-2.59,0.032,-244.4638550808395
4200,-2.59,0.034,-236.64955781263743
4201,-2.59,0.036000000000000004,-228.89688060050645
4202,-2.59,0.038,-221.21093851864714
4203,-2.59,0.04,-213.59728466288243
4204,-2.59,0.042,-206.06194872799222
4205,-2.59,0.044,-198.61147906821773
4206,-2.59,0.046,-191.2529885623706
4207,-2.59,0.048,-183.9942046352158
4208,-2.59,0.05,-176.84352381992076
4209,-2.59,0.052000000000000005,-169.810071282662
4210,-2.59,0.054,-162.9037657702563
4211,-2.59,0.056,-156.1353904852805
4212,-2.59,0.058,-149.51667044092946
4213,-2.59,0.06,-143.06035690024922
4214,-2.59,0.062,-136.780319561814
4215,-2.59,0.064,-130.6916472168931
4216,-2.59,0.066,-124.81075767220983
4217,-2.59,0.068,-119.15551780813304
4218,-2.59,0.07,-113.74537472521203
4219,-2.59,0.07200000000000001,-108.60149902308915
4220,-2.59,0.074,-103.74694135579242
4221,-2.59,0.076,-99.20680351709197
4222,-2.59,0.078,-95.0084254299566
4223,-2.59,0.08,-91.18158954621808
4224,-2.59,0.082,-87.7587443075034
4225,-2.59,0.084,-84.77524847759355
4226,-2.59,0.08600000000000001,-82.26963833101436
4227,-2.59,0.088,-80.28391987439852
4228,-2.59,0.09,-78.86388848766694
4229,-2.59,0.092,-78.05947860322807
4230,-2.59,0.094,-77.92514629522898
4231,-2.59,0.096,-78.52028792966965
4232,-2.59,0.098,-79.90969833238705
4233,-2.59,0.1,-82.16407226826122
4234,-2.585,0,-374.41010336436665
4235,-2.585,0.002,-366.05818983906255
4236,-2.585,0.004,-357.7240089173459
4237,-2.585,0.006,-349.40897548863353
4238,-2.585,0.008,-341.11462116495926
4239,-2.585,0.01,-332.84260421373745
4240,-2.585,0.012,-324.5947203599232
4241,-2.585,0.014,-316.3729145356
4242,-2.585,0.016,-308.17929366218357
4243,-2.585,0.018000000000000002,-300.0161405582631
4244,-2.585,0.02,-291.885929074661
4245,-2.585,0.022,-283.79134056766117
4246,-2.585,0.024,-275.7352818316018
4247,-2.585,0.026000000000000002,-267.72090462323956
4248,-2.585,0.028,-259.75162692255907
4249,-2.585,0.03,-251.83115608812676
4250,-2.585,0.032,-243.96351407978125
4251,-2.585,0.034,-236.15306493753613
4252,-2.585,0.036000000000000004,-228.40454472317853
4253,-2.585,0.038,-220.72309415032512
4254,-2.585,0.04,-213.11429414980753
4255,-2.585,0.042,-205.58420464037647
4256,-2.585,0.044,-198.1394068000354
4257,-2.585,0.046,-190.7870491610494
4258,-2.585,0.048,-183.53489788206122
4259,-2.585,0.05,-176.39139158403597
4260,-2.585,0.052000000000000005,-169.36570117323595
4261,-2.585,0.054,-162.46779511440334
4262,-2.585,0.056,-155.7085106611427
4263,-2.585,0.058,-149.09963159852222
4264,-2.585,0.06,-142.65397310555983
4265,-2.585,0.062,-136.38547440298328
4266,-2.585,0.064,-130.30929991494278
4267,-2.585,0.066,-124.44194974276034
4268,-2.585,0.068,-118.80138032491533
4269,-2.585,0.07,-113.40713624095422
4270,-2.585,0.07200000000000001,-108.28049420859165
4271,-2.585,0.074,-103.44462042373979
4272,-2.585,0.076,-98.9247425034337
4273,-2.585,0.078,-94.74833741257629
4274,-2.585,0.08,-90.9453368881604
4275,-2.585,0.082,-87.54835202030355
4276,-2.585,0.084,-84.59291880932771
4277,-2.585,0.08600000000000001,-82.11776669363866
4278,-2.585,0.088,-80.1651122358535
4279,-2.585,0.09,-78.7809803661903
4280,-2.585,0.092,-78.01555581444156
4281,-2.585,0.094,-77.92356761696192
4282,-2.585,0.096,-78.56470986527489
4283,-2.585,0.098,-80.00410217063356
4284,-2.585,0.1,-82.31279365690156
4285,-2.58,0,-373.8755982656571
4286,-2.58,0.002,-365.52483805360686
4287,-2.58,0.004,-357.19189933018947
4288,-2.58,0.006,-348.87820407698445
4289,-2.58,0.008,-340.58529158326286
4290,-2.58,0.01,-332.3148284285391
4291,-2.58,0.012,-324.0686193388771
4292,-2.58,0.014,-315.8486189953729
4293,-2.58,0.016,-307.6569448804298
4294,-2.58,0.018000000000000002,-299.49589125531287
4295,-2.58,0.02,-291.3679443710733
4296,-2.58,0.022,-283.2757990243492
4297,-2.58,0.024,-275.2223765798462
4298,-2.58,0.026000000000000002,-267.21084459256724
4299,-2.58,0.028,-259.24463817519313
4300,-2.58,0.03,-251.3274832695023
4301,-2.58,0.032,-243.46342199549105
4302,-2.58,0.034,-235.65684026801455
4303,-2.58,0.036000000000000004,-227.91249788846835
4304,-2.58,0.038,-220.23556133840344
4305,-2.58,0.04,-212.6316395231836
4306,-2.58,0.042,-205.10682273702875
4307,-2.58,0.044,-197.66772514623435
4308,-2.58,0.046,-190.32153111523252
4309,-2.58,0.048,-183.07604573069824
4310,-2.58,0.05,-175.93974991236027
4311,-2.58,0.052000000000000005,-168.9218605358398
4312,-2.58,0.054,-162.03239603301648
4313,-2.58,0.056,-155.28224797945464
4314,-2.58,0.058,-148.68325922669086
4315,-2.58,0.06,-142.2483091900953
4316,-2.58,0.062,-135.99140696103035
4317,-2.58,0.064,-129.92779297563857
4318,-2.58,0.066,-124.07405004234404
4319,-2.58,0.068,-118.44822460664857
4320,-2.58,0.07,-113.06995921571128
4321,-2.58,0.07200000000000001,-107.96063723723819
4322,-2.58,0.074,-103.14354098818173
4323,-2.58,0.076,-98.64402453953352
4324,-2.58,0.078,-94.48970258505625
4325,-2.58,0.08,-90.7106568951988
4326,-2.58,0.082,-87.33966202384812
4327,-2.58,0.084,-84.41243209626909
4328,-2.58,0.08600000000000001,-81.96789068298531
4329,-2.58,0.088,-80.04846595801469
4330,-2.58,0.09,-78.70041355249803
4331,-2.58,0.092,-77.97416974823273
4332,-2.58,0.094,-77.92473791200977
4333,-2.58,0.096,-78.61211135323164
4334,-2.58,0.098,-80.10173609656117
4335,-2.58,0.1,-82.46501740107739
4336,-2.575,0,-373.34117083546346
4337,-2.575,0.002,-364.9915697176739
4338,-2.575,0.004,-356.6598794191006
4339,-2.575,0.006,-348.3475290490356
4340,-2.575,0.008,-340.0560656124694
4341,-2.575,0.01,-331.78716404268107
4342,-2.575,0.012,-323.54263811196154
4343,-2.575,0.014,-315.3244522992866
4344,-2.575,0.016,-307.1347347009843
4345,-2.575,0.018000000000000002,-298.9757910783522
4346,-2.575,0.02,-290.85012014482663
4347,-2.575,0.022,-282.76043020477016
4348,-2.575,0.024,-274.70965726628987
4349,-2.575,0.026000000000000002,-266.7009847618243
4350,-2.575,0.028,-258.73786502262817
4351,-2.575,0.03,-250.82404266684088
4352,-2.575,0.032,-242.96358007566943
4353,-2.575,0.034,-235.16088514845868
4354,-2.575,0.036000000000000004,-227.42074154520805
4355,-2.575,0.038,-219.74834164456502
4356,-2.575,0.04,-212.14932246664853
4357,-2.575,0.042,-204.6298048334053
4358,-2.575,0.044,-197.19643606477726
4359,-2.575,0.046,-189.8564365369732
4360,-2.575,0.048,-182.61765045982787
4361,-2.575,0.05,-175.488601263857
4362,-2.575,0.052000000000000005,-168.47855202446314
4363,-2.575,0.054,-161.5975713911247
4364,-2.575,0.056,-154.8566055336557
4365,-2.575,0.058,-148.26755666613312
4366,-2.575,0.06,-141.84336876226533
4367,-2.575,0.062,-135.5981211342773
4368,-2.575,0.064,-129.54713061131577
4369,-2.575,0.066,-123.70706312347791
4370,-2.575,0.068,-118.09605557445003
4371,-2.575,0.07,-112.73384897006866
4372,-2.575,0.07200000000000001,-107.64193386261645
4373,-2.575,0.074,-102.84370927214523
4374,-2.575,0.076,-98.36465635745634
4375,-2.575,0.078,-94.23252823154097
4376,-2.575,0.08,-90.47755745034985
4377,-2.575,0.082,-87.13268285090498
4378,-2.575,0.084,-84.23379757626907
4379,-2.575,0.08600000000000001,-81.82002030217492
4380,-2.575,0.088,-79.93399187474772
4381,-2.575,0.09,-78.62219978244423
4382,-2.575,0.092,-77.93533311997639
4383,-2.575,0.094,-77.92867095965865
4384,-2.575,0.096,-78.66250732860821
4385,-2.575,0.098,-80.20261630105173
4386,-2.575,0.1,-82.62076105641886
4387,-2.57,0,-372.8068214631008
4388,-2.57,0.002,-364.45838524955593
4389,-2.57,0.004,-356.12794963358243
4390,-2.57,0.006,-347.8169508879121
4391,-2.57,0.008,-339.52694377193063
4392,-2.57,0.01,-331.25961161455473
4393,-2.57,0.012,-323.016777279647
4394,-2.57,0.014,-314.80041509317493
4395,-2.57,0.016,-306.612663818594
4396,-2.57,0.018000000000000002,-298.4558407748781
4397,-2.57,0.02,-290.332457200317
4398,-2.57,0.022,-282.2452349747053
4399,-2.57,0.024,-274.19712482295193
4400,-2.57,0.026000000000000002,-266.19132613451706
4401,-2.57,0.028,-258.2313085455377
4402,-2.57,0.03,-250.32083544412976
4403,-2.57,0.032,-242.46398957427087
4404,-2.57,0.034,-234.66520092999335
4405,-2.57,0.036000000000000004,-226.92927714949204
4406,-2.57,0.038,-219.26143663832076
4407,-2.57,0.04,-211.66734467227934
4408,-2.57,0.042,-204.1531527540622
4409,-2.57,0.044,-196.7255415234412
4410,-2.57,0.046,-189.39176754891142
4411,-2.57,0.048,-182.15971435957303
4412,-2.57,0.05,-175.03794810981503
4413,-2.57,0.052000000000000005,-168.03577830639864
4414,-2.57,0.054,-161.16332406811784
4415,-2.57,0.056,-154.43158643269115
4416,-2.57,0.058,-147.8525272742919
4417,-2.57,0.06,-141.43915544856662
4418,-2.57,0.062,-135.20562084058656
4419,-2.57,0.064,-129.16731705542406
4420,-2.57,0.066,-123.34099356149846
4421,-2.57,0.068,-117.74487817410422
4422,-2.57,0.07,-112.39881085128135
4423,-2.57,0.07200000000000001,-107.32438986715412
4424,-2.57,0.074,-102.54513152985044
4425,-2.57,0.076,-98.0866447230117
4426,-2.57,0.078,-93.97682167268684
4427,-2.57,0.08,-90.24604647614395
4428,-2.57,0.082,-86.92742307701266
4429,-2.57,0.084,-84.057024533484
4430,-2.57,0.08600000000000001,-81.6741656044689
4431,-2.57,0.088,-79.82170087422317
4432,-2.57,0.09,-78.54635085070919
4433,-2.57,0.092,-77.89905870878349
4434,-2.57,0.094,-77.93538060826356
4435,-2.57,0.096,-78.71591280133526
4436,-2.57,0.098,-80.30675905614429
4437,-2.57,0.1,-82.78004226655412
4438,-2.565,0,-372.27255053983566
4439,-2.565,0.002,-363.9252850696424
4440,-2.565,0.004,-355.5961104253913
4441,-2.565,0.006,-347.2864700791613
4442,-2.565,0.008,-338.99792658360167
4443,-2.565,0.01,-330.73217170535077
4444,-2.565,0.012,-322.49103744541407
4445,-2.565,0.014,-314.2765080261093
4446,-2.565,0.016,-306.0907329314883
4447,-2.565,0.018000000000000002,-297.9360410961347
4448,-2.565,0.02,-289.8149563459726
4449,-2.565,0.022,-281.7302142042758
4450,-2.565,0.024,-273.68478018652337
4451,-2.565,0.026000000000000002,-265.6818697191819
4452,-2.565,0.028,-257.72496983001196
4453,-2.565,0.03,-249.8178627711909
4454,-2.565,0.032,-241.96465175153565
4455,-2.565,0.034,-234.16978897051598
4456,-2.565,0.036000000000000004,-226.43810616471353
4457,-2.565,0.038,-218.77484789704886
4458,-2.565,0.04,-211.18570784063482
4459,-2.565,0.042,-203.67686833270147
4460,-2.565,0.044,-196.25504349986682
4461,-2.565,0.046,-188.92752628432697
4462,-2.565,0.048,-181.7022397315361
4463,-2.565,0.05,-174.58779293391078
4464,-2.565,0.052000000000000005,-167.5935420623091
4465,-2.565,0.054,-160.72965695781903
4466,-2.565,0.056,-154.00719380109012
4467,-2.565,0.058,-147.43817442543954
4468,-2.565,0.06,-141.03567289367408
4469,-2.565,0.062,-134.8139100174591
4470,-2.565,0.064,-128.78835656263345
4471,-2.565,0.066,-122.97584595467633
4472,-2.565,0.068,-117.39469737618651
4473,-2.565,0.07,-112.06485023340761
4474,-2.565,0.07200000000000001,-107.00801106226345
4475,-2.565,0.074,-102.24781404686695
4476,-2.565,0.076,-97.80999643592294
4477,-2.565,0.078,-93.72259026584527
4478,-2.565,0.08,-90.01613193482333
4479,-2.565,0.082,-86.72389132069479
4480,-2.565,0.084,-83.88212229860727
4481,-2.565,0.08600000000000001,-81.53033669352085
4482,-2.565,0.088,-79.71160389918884
4483,-2.565,0.09,-78.47287861109434
4484,-2.565,0.092,-77.8653593578205
4485,-2.565,0.094,-77.94488077559474
4486,-2.565,0.096,-78.77234285658103
4487,-2.565,0.098,-80.41418071544176
4488,-2.565,0.1,-82.94287876355035
4489,-2.56,0,-371.73835845889573
4490,-2.56,0.002,-363.3922696004296
4491,-2.56,0.004,-355.0643622485479
4492,-2.56,0.006,-346.7560871107637
4493,-2.56,0.008,-338.46901457205394
4494,-2.56,0.01,-330.2048448790724
4495,-2.56,0.012,-321.9654192157681
4496,-2.56,0.014,-313.7527317504143
4497,-2.56,0.016,-305.56894274139654
4498,-2.56,0.018000000000000002,-297.4163927971316
4499,-2.56,0.02,-289.29761839427374
4500,-2.56,0.022,-281.21536876796415
4501,-2.56,0.024,-273.1726242983902
4502,-2.56,0.026000000000000002,-265.1726165294107
4503,-2.56,0.028,-257.21884996758547
4504,-2.56,0.03,-249.3151258237099
4505,-2.56,0.032,-241.46556787402073
4506,-2.56,0.034,-233.67465063473043
4507,-2.56,0.036000000000000004,-225.947230061601
4508,-2.56,0.038,-218.28857700603405
4509,-2.56,0.04,-210.7044136807977
4510,-2.56,0.042,-203.20095341221634
4511,-2.56,0.044,-195.78494398160765
4512,-2.56,0.046,-188.46371488719265
4513,-2.56,0.048,-181.24522888885616
4514,-2.56,0.05,-174.13813823227002
4515,-2.56,0.052000000000000005,-167.15184598629392
4516,-2.56,0.054,-160.29657296855643
4517,-2.56,0.056,-153.58343077904325
4518,-2.56,0.058,-147.02450151076178
4519,-2.56,0.06,-140.6329247605314
4520,-2.56,0.062,-134.42299262213254
4521,-2.56,0.064,-128.41025340894052
4522,-2.56,0.066,-122.61162492433088
4523,-2.56,0.068,-117.04551817618737
4524,-2.56,0.07,-111.73197251744324
4525,-2.56,0.07200000000000001,-106.69280328848646
4526,-2.56,0.074,-101.95176314027081
4527,-2.56,0.076,-97.5347183299971
4528,-2.56,0.078,-93.46984140524646
4529,-2.56,0.08,-89.78782182854114
4530,-2.56,0.082,-86.52209624367549
4531,-2.56,0.084,-83.70910024910256
4532,-2.56,0.08600000000000001,-81.38854372362917
4533,-2.56,0.088,-79.60371194724328
4534,-2.56,0.09,-78.40179497681851
4535,-2.56,0.092,-77.83424797463051
4536,-2.56,0.094,-77.9571854491855
4537,-2.56,0.096,-78.83181265512849
4538,-2.56,0.098,-80.52489771451988
4539,-2.56,0.1,-83.10928836835714
4540,-2.555,0,-371.20424561547986
4541,-2.555,0.002,-362.8593392665316
4542,-2.555,0.004,-354.53270555934887
4543,-2.555,0.006,-346.2258024731462
4544,-2.555,0.008,-337.9402082644882
4545,-2.555,0.01,-329.6776317025504
4546,-2.555,0.012,-321.4399232002546
4547,-2.555,0.014,-313.22908692168437
4548,-2.555,0.016,-305.0472939535653
4549,-2.555,0.018000000000000002,-296.89689663666286
4550,-2.555,0.02,-288.78044416177323
4551,-2.555,0.022,-280.70069954463634
4552,-2.555,0.024,-272.6606581046572
4553,-2.555,0.026000000000000002,-264.66356758387565
4554,-2.555,0.028,-256.71295005526383
4555,-2.555,0.03,-248.81262578326556
4556,-2.555,0.032,-240.96673921463187
4557,-2.555,0.034,-233.17978729418112
4558,-2.555,0.036000000000000004,-225.45665031825493
4559,-2.555,0.038,-217.80262555850737
4560,-2.555,0.04,-210.22346391041756
4561,-2.555,0.042,-202.7254098447376
4562,-2.555,0.044,-195.31524496617988
4563,-2.555,0.046,-188.00033551222805
4564,-2.555,0.048,-180.78868415626698
4565,-2.555,0.05,-173.68898651353044
4566,-2.555,0.052000000000000005,-166.7106927859569
4567,-2.555,0.054,-159.8640750232365
4568,-2.555,0.056,-153.16030052248163
4569,-2.555,0.058,-146.61151193844293
4570,-2.555,0.06,-140.23091473044295
4571,-2.555,0.062,-134.03287263168028
4572,-2.555,0.064,-128.03301189177535
4573,-2.555,0.066,-122.24833511494609
4574,-2.555,0.068,-116.69734559463723
4575,-2.555,0.07,-111.40018313145664
4576,-2.555,0.07200000000000001,-106.37877241564104
4577,-2.555,0.074,-101.65698515880257
4578,-2.555,0.076,-97.26081727329584
4579,-2.555,0.078,-93.21858252218436
4580,-2.555,0.08,-89.56112419956148
4581,-2.555,0.082,-86.322046551096
4582,-2.555,0.084,-83.53796780943821
4583,-2.555,0.08600000000000001,-81.24879689999086
4584,-2.555,0.088,-79.49803607111069
4585,-2.555,0.09,-78.33311192081578
4586,-2.555,0.092,-77.805737531456
4587,-2.555,0.094,-77.97230868668198
4588,-2.555,0.096,-78.89433743375433
4589,-2.555,0.098,-80.63892657133806
4590,-2.555,0.1,-83.27928899125187
4591,-2.55,0,-370.6702124067677
4592,-2.55,0.002,-362.32649449469096
4593,-2.55,0.004,-354.0011408163778
4594,-2.55,0.006,-345.6956166591939
4595,-2.55,0.008,-337.41150819074784
4596,-2.55,0.01,-329.1505327454563
4597,-2.55,0.012,-320.9145500114745
4598,-2.55,0.014,-312.70557419880015
4599,-2.55,0.016,-304.5257872767765
4600,-2.55,0.018000000000000002,-296.377553377326
4601,-2.55,0.02,-288.26343446911704
4602,-2.55,0.022,-280.1862074175635
4603,-2.55,0.024,-272.1488825561714
4604,-2.55,0.026000000000000002,-264.1547239063553
4605,-2.55,0.028,-256.2072711955516
4606,-2.55,0.03,-248.31036383735923
4607,-2.55,0.032,-240.46816705265516
4608,-2.55,0.034,-232.6852003272874
4609,-2.55,0.036000000000000004,-224.96636842018472
4610,-2.55,0.038,-217.31699515568596
4611,-2.55,0.04,-209.7428602557537
4612,-2.55,0.042,-202.25023949168
4613,-2.55,0.044,-194.84594846111224
4614,-2.55,0.046,-187.53739032495326
4615,-2.55,0.048,-180.33260787015507
4616,-2.55,0.05,-173.24034029890427
4617,-2.55,0.052000000000000005,-166.27008518247362
4618,-2.55,0.054,-159.4321660594166
4619,-2.55,0.056,-152.73780620315537
4620,-2.55,0.058,-146.19920913375077
4621,-2.55,0.06,-139.8296465031656
4622,-2.55,0.062,-133.6435540431108
4623,-2.55,0.064,-127.656636330109
4624,-2.55,0.066,-121.88598119428636
4625,-2.55,0.068,-116.35018467723202
4626,-2.55,0.07,-111.06948753072449
4627,-2.55,0.07200000000000001,-106.06592434296763
4628,-2.55,0.074,-101.36348648302598
4629,-2.55,0.076,-96.9883001683071
4630,-2.55,0.078,-92.96882108520246
4631,-2.55,0.08,-89.33604713046043
4632,-2.55,0.082,-86.12375099173217
4633,-2.55,0.084,-83.368734451323
4634,-2.55,0.08600000000000001,-81.11110647895669
4635,-2.55,0.088,-79.39458737891732
4636,-2.55,0.09,-78.26684147603481
4637,-2.55,0.092,-77.77984106556305
4638,-2.55,0.094,-77.99026461619455
4639,-2.55,0.096,-78.95993250560994
4640,-2.55,0.098,-80.75628388665227
4641,-2.55,0.1,-83.45289863228768
4642,-2.545,0,-370.13625923192996
4643,-2.545,0.002,-361.7937357137894
4644,-2.545,0.004,-353.46966848051716
4645,-2.545,0.006,-345.1655301642625
4646,-2.545,0.008,-336.8829148833322
4647,-2.545,0.01,-328.6235485803175
4648,-2.545,0.012,-320.3893002650993
4649,-2.545,0.014,-312.182194243945
4650,-2.545,0.016,-304.00442342336464
4651,-2.545,0.018000000000000002,-295.85836378554126
4652,-2.545,0.02,-287.74659014106464
4653,-2.545,0.022,-279.6718932744444
4654,-2.545,0.024,-271.6372986085462
4655,-2.545,0.026000000000000002,-263.64608652575987
4656,-2.545,0.028,-255.70181449647956
4657,-2.545,0.03,-247.8083411794449
4658,-2.545,0.032,-239.96985267378935
4659,-2.545,0.034,-232.19089111937802
4660,-2.545,0.036000000000000004,-224.47638586034617
4661,-2.545,0.038,-216.83168740681316
4662,-2.545,0.04,-209.26260445171843
4663,-2.545,0.042,-201.7754442237886
4664,-2.545,0.044,-194.37705648399645
4665,-2.545,0.046,-187.0748815017432
4666,-2.545,0.048,-179.87700237861827
4667,-2.545,0.05,-172.7922021222415
4668,-2.545,0.052000000000000005,-165.83002591065977
4669,-2.545,0.054,-159.0008490293789
4670,-2.545,0.056,-152.3159510087132
4671,-2.545,0.058,-145.78759653912238
4672,-2.545,0.06,-139.42912379700152
4673,-2.545,0.062,-133.25504087346792
4674,-2.545,0.064,-127.28113106456154
4675,-2.545,0.066,-121.52456785351356
4676,-2.545,0.068,-116.00404049495947
4677,-2.545,0.07,-110.73989119786826
4678,-2.545,0.07200000000000001,-105.75426499927681
4679,-2.545,0.074,-101.07127352548757
4680,-2.545,0.076,-96.71717395211776
4681,-2.545,0.078,-92.72056460028051
4682,-2.545,0.08,-89.11259874432822
4683,-2.545,0.082,-85.9272183582134
4684,-2.545,0.084,-83.20140969394281
4685,-2.545,0.08600000000000001,-80.97548276828762
4686,-2.545,0.088,-79.29337703446913
4687,-2.545,0.09,-78.20299573573969
4688,-2.545,0.092,-77.75657167956729
4689,-2.545,0.094,-78.01106743665102
4690,-2.545,0.096,-79.02861326060416
4691,-2.545,0.098,-80.87698634443016
4692,-2.545,0.1,-83.63013538174323
4693,-2.54,0,-369.6023864921381
4694,-2.54,0.002,-361.2610633548582
4695,-2.54,0.004,-352.9382890149595
4696,-2.54,0.006,-344.63554348619067
4697,-2.54,0.008,-336.35442887740965
4698,-2.54,0.01,-328.09667978253106
4699,-2.54,0.012,-319.8641745798867
4700,-2.54,0.014,-311.65894772262146
4701,-2.54,0.016,-303.48320310923486
4702,-2.54,0.018000000000000002,-295.3393286315704
4703,-2.54,0.02,-287.2299120065095
4704,-2.54,0.022,-279.15775800742733
4705,-2.54,0.024,-271.1259072221848
4706,-2.54,0.026000000000000002,-263.1376564761571
4707,-2.54,0.028,-255.19658107163258
4708,-2.54,0.03,-247.30655900895854
4709,-2.54,0.032,-239.4717973701776
4710,-2.54,0.034,-231.69686106272567
4711,-2.54,0.036000000000000004,-223.98670413917836
4712,-2.54,0.038,-216.34670392919855
4713,-2.54,0.04,-208.7826982419203
4714,-2.54,0.042,-201.30102592118564
4715,-2.54,0.044,-193.90857106253722
4716,-2.54,0.046,-186.6128112298818
4717,-2.54,0.048,-179.42187004152416
4718,-2.54,0.05,-172.34457453009296
4719,-2.54,0.052000000000000005,-165.39051771903925
4720,-2.54,0.054,-158.5701269002038
4721,-2.54,0.056,-151.89473814278193
4722,-2.54,0.058,-145.3766776142501
4723,-2.54,0.06,-139.02935034889083
4724,-2.54,0.062,-132.86733715993068
4725,-2.54,0.064,-126.90650045751036
4726,-2.54,0.066,-121.16409980730394
4727,-2.54,0.068,-115.65891814422557
4728,-2.54,0.07,-110.41139964299109
4729,-2.54,0.07200000000000001,-105.44380034309741
4730,-2.54,0.074,-100.78035273087676
4731,-2.54,0.076,-96.44744559658692
4732,-2.54,0.078,-92.47382061102208
4733,-2.54,0.08,-88.8907872049722
4734,-2.54,0.082,-85.73245748724221
4735,-2.54,0.084,-83.03600310419863
4736,-2.54,0.08600000000000001,-80.84193612741247
4737,-2.54,0.088,-79.19441625753086
4738,-2.54,0.09,-78.14158685381223
4739,-2.54,0.092,-77.7359425417615
4740,-2.54,0.094,-78.03473141815162
4741,-2.54,0.096,-79.10039516578811
4742,-2.54,0.098,-81.00105071226814
4743,-2.54,0.1,-83.81101742057513
4744,-2.535,0,-369.06859459057443
4745,-2.535,0.002,-360.7284778510893
4746,-2.535,0.004,-352.40700288521913
4747,-2.535,0.006,-344.1056571253124
4748,-2.535,0.008,-335.82605071083117
4749,-2.535,0.01,-327.5699269303782
4750,-2.535,0.012,-319.3391735776959
4751,-2.535,0.014,-311.1358353036678
4752,-2.535,0.016,-302.96212705388086
4753,-2.535,0.018000000000000002,-294.82044868953614
4754,-2.535,0.02,-286.7134008984999
4755,-2.535,0.022,-278.64380251313247
4756,-2.535,0.024,-270.6147093623047
4757,-2.535,0.026000000000000002,-262.62943479679774
4758,-2.535,0.028,-254.69157204017736
4759,-2.535,0.03,-246.80501853134842
4760,-2.535,0.032,-238.97400244044005
