replicate,risk_novax
305,0.0126
306,0.0132
307,0.0124
308,0.012066666666666667
309,0.011666666666666667
310,0.011933333333333334
311,0.0114
312,0.013133333333333334
313,0.011933333333333334
314,0.0134
315,0.014066666666666667
316,0.0116
317,0.012333333333333333
318,0.011266666666666666
319,0.011333333333333334
320,0.012333333333333333
321,0.012466666666666666
322,0.011333333333333334
323,0.013733333333333334
324,0.012
325,0.0126
326,0.012466666666666666
327,0.011733333333333333
328,0.0132
329,0.011266666666666666
330,0.0132
331,0.011533333333333333
332,0.0112
333,0.011533333333333333
334,0.011733333333333333
335,0.0114
336,0.012266666666666667
337,0.013466666666666667
338,0.011133333333333334
339,0.012866666666666667
340,0.010733333333333333
341,0.009533333333333333
342,0.012733333333333333
343,0.014
344,0.012266666666666667
345,0.0128
346,0.012333333333333333
347,0.010066666666666666
348,0.0124
349,0.010866666666666667
350,0.013
351,0.0134
352,0.0128
353,0.011
354,0.0122
355,0.012533333333333334
356,0.012066666666666667
357,0.012133333333333333
358,0.011733333333333333
359,0.0118
360,0.0128
361,0.011533333333333333
362,0.013466666666666667
363,0.012933333333333333
364,0.0134
365,0.011666666666666667
366,0.012733333333333333
367,0.012666666666666666
368,0.013466666666666667
369,0.013066666666666667
370,0.011866666666666666
371,0.013066666666666667
372,0.013666666666666667
373,0.011866666666666666
374,0.012533333333333334
375,0.0124
376,0.012666666666666666
377,0.013333333333333332
378,0.0114
379,0.0126
380,0.0122
381,0.013266666666666666
382,0.012466666666666666
383,0.0122
384,0.011266666666666666
385,0.013266666666666666
386,0.012066666666666667
387,0.013133333333333334
388,0.012333333333333333
389,0.0122
390,0.011
391,0.0128
392,0.012133333333333333
393,0.011866666666666666
394,0.011
395,0.012933333333333333
396,0.011466666666666667
397,0.0114
398,0.011866666666666666
399,0.013466666666666667
400,0.0126
401,0.013533333333333333
402,0.013066666666666667
403,0.013466666666666667
404,0.0124
405,0.0122
406,0.011933333333333334
407,0.012666666666666666
408,0.014666666666666666
409,0.013666666666666667
410,0.014066666666666667
411,0.0102
412,0.011933333333333334
413,0.011266666666666666
414,0.0118
415,0.011
416,0.013266666666666666
417,0.012066666666666667
418,0.013266666666666666
419,0.011133333333333334
420,0.013333333333333334
421,0.0108
422,0.010866666666666667
423,0.012
424,0.013733333333333334
425,0.011866666666666666
426,0.012933333333333333
427,0.011066666666666667
428,0.0122
429,0.0134
430,0.0126
431,0.014066666666666667
432,0.012133333333333333
433,0.012933333333333333
434,0.011533333333333333
435,0.012266666666666667
436,0.0128
437,0.0116
438,0.012266666666666667
439,0.012266666666666667
440,0.013666666666666667
441,0.011666666666666667
442,0.011666666666666667
443,0.011533333333333333
444,0.011733333333333333
445,0.0116
446,0.013666666666666667
447,0.011533333333333333
448,0.0126
449,0.012133333333333333
450,0.011933333333333334
451,0.012466666666666666
452,0.0128
453,0.013
454,0.011866666666666666
455,0.013866666666666666
456,0.012
457,0.012466666666666666
458,0.012866666666666667
459,0.013533333333333333
460,0.012133333333333333
461,0.0132
462,0.011333333333333334
463,0.012066666666666667
464,0.012
465,0.014333333333333333
466,0.012533333333333334
467,0.0126
468,0.013133333333333334
469,0.0128
470,0.009866666666666666
471,0.011466666666666667
472,0.011933333333333334
473,0.0126
474,0.012666666666666666
475,0.011666666666666667
476,0.012466666666666666
477,0.013933333333333334
478,0.012066666666666667
479,0.0126
480,0.013266666666666666
481,0.011733333333333333
482,0.0104
483,0.0124
484,0.0132
485,0.0126
486,0.0122
487,0.0126
488,0.012266666666666667
489,0.012
490,0.0132
491,0.011666666666666667
492,0.012866666666666667
493,0.0122
494,0.013333333333333334
495,0.012466666666666666
496,0.013933333333333334
497,0.012933333333333333
498,0.012066666666666667
499,0.0122
500,0.012133333333333333
501,0.012
502,0.012533333333333334
503,0.011933333333333334
504,0.012133333333333333
505,0.012266666666666667
506,0.013333333333333334
507,0.012933333333333333
508,0.0138
509,0.012533333333333334
510,0.0126
511,0.012
512,0.011733333333333333
513,0.011333333333333334
514,0.013066666666666667
515,0.012533333333333334
516,0.011266666666666666
517,0.013133333333333334
518,0.0102
519,0.0128
520,0.012333333333333333
521,0.012333333333333333
522,0.013533333333333333
523,0.0126
524,0.0114
525,0.0132
526,0.0138
527,0.010733333333333333
528,0.012933333333333333
529,0.012
530,0.013733333333333334
531,0.012
532,0.014
533,0.0134
534,0.011533333333333333
535,0.0128
536,0.013866666666666666
537,0.012
538,0.013266666666666666
539,0.013133333333333334
540,0.0128
541,0.011666666666666667
542,0.011333333333333334
543,0.012333333333333333
544,0.0134
545,0.011733333333333333
546,0.012066666666666667
547,0.0122
548,0.0114
549,0.013
550,0.0122
551,0.0132
552,0.010933333333333333
553,0.0106
554,0.013333333333333334
555,0.0122
556,0.013733333333333334
557,0.0116
558,0.010533333333333334
559,0.011333333333333334
560,0.011733333333333333
561,0.0128
562,0.0134
563,0.0118
564,0.012533333333333334
565,0.012333333333333333
566,0.013666666666666667
567,0.012866666666666667
568,0.013
569,0.012333333333333333
570,0.012266666666666667
571,0.014133333333333333
572,0.011266666666666666
573,0.012666666666666666
574,0.013
575,0.011333333333333334
576,0.012266666666666667
577,0.012133333333333333
578,0.0132
579,0.011266666666666666
580,0.011333333333333334
581,0.012
582,0.0118
583,0.0124
584,0.013
585,0.011466666666666667
586,0.011266666666666666
587,0.011533333333333333
588,0.010466666666666668
589,0.011666666666666667
590,0.012266666666666667
591,0.012733333333333333
592,0.010866666666666667
593,0.011133333333333334
594,0.012266666666666667
595,0.0118
596,0.012933333333333333
597,0.012066666666666667
598,0.011866666666666666
599,0.012333333333333333
600,0.010733333333333333
601,0.010533333333333334
602,0.012933333333333333
603,0.012066666666666667
604,0.011266666666666666
605,0.012733333333333333
606,0.0126
607,0.0116
608,0.010866666666666667
609,0.012466666666666666
610,0.011266666666666666
611,0.0136
612,0.014066666666666667
613,0.0128
614,0.012666666666666666
615,0.0122
616,0.012866666666666667
617,0.0116
618,0.012266666666666667
619,0.010733333333333333
620,0.0132
621,0.0122
622,0.011933333333333334
623,0.011866666666666666
624,0.011333333333333334
625,0.011733333333333333
626,0.012133333333333333
627,0.014666666666666666
628,0.0132
629,0.012666666666666666
630,0.0124
631,0.012933333333333333
632,0.011933333333333334
633,0.012466666666666666
634,0.0116
635,0.013066666666666667
636,0.011666666666666667
637,0.0114
638,0.012933333333333333
639,0.012533333333333334
640,0.014133333333333333
641,0.013
642,0.0116
643,0.012733333333333333
644,0.010666666666666666
645,0.010733333333333333
646,0.012866666666666667
647,0.014133333333333333
648,0.012866666666666667
649,0.013133333333333334
650,0.011733333333333333
651,0.012066666666666667
652,0.014066666666666667
653,0.013133333333333334
654,0.011466666666666667
655,0.0138
656,0.012666666666666666
657,0.012733333333333333
658,0.0132
659,0.012266666666666667
660,0.0124
661,0.0116
662,0.013933333333333334
663,0.011
664,0.0106
665,0.011466666666666667
666,0.011066666666666667
667,0.012933333333333333
668,0.011866666666666666
669,0.0116
670,0.012333333333333333
671,0.0104
672,0.012266666666666667
673,0.011
674,0.011933333333333334
675,0.0114
676,0.012533333333333334
677,0.0124
678,0.012933333333333333
679,0.0128
680,0.0114
681,0.013133333333333334
682,0.010933333333333333
683,0.0118
684,0.012866666666666667
685,0.011
686,0.0122
687,0.0122
688,0.012466666666666666
689,0.0124
690,0.011933333333333334
691,0.0126
692,0.012333333333333333
693,0.013466666666666667
694,0.012266666666666667
695,0.011133333333333334
696,0.0116
697,0.0112
698,0.012466666666666666
699,0.011666666666666667
700,0.013866666666666666
701,0.012
702,0.012466666666666666
703,0.0126
704,0.0114
705,0.011933333333333334
706,0.012066666666666667
707,0.012866666666666667
708,0.012533333333333334
709,0.011666666666666667
710,0.013066666666666667
711,0.012866666666666667
712,0.011733333333333333
713,0.011733333333333333
714,0.013066666666666667
715,0.012733333333333333
716,0.0116
717,0.010733333333333333
718,0.011466666666666667
719,0.0124
720,0.013533333333333333
721,0.012733333333333333
722,0.012666666666666666
723,0.011533333333333333
724,0.011933333333333334
725,0.011933333333333334
726,0.0118
727,0.012733333333333333
728,0.013266666666666666
729,0.012
730,0.012
731,0.013933333333333334
732,0.013133333333333334
733,0.012666666666666666
734,0.013466666666666667
735,0.011533333333333333
736,0.011866666666666666
737,0.013466666666666667
738,0.012133333333333333
739,0.012533333333333334
740,0.014
741,0.012733333333333333
742,0.011533333333333333
743,0.012733333333333333
744,0.012266666666666667
745,0.012533333333333334
746,0.011
747,0.012133333333333333
748,0.011333333333333334
749,0.012266666666666667
750,0.0116
751,0.012866666666666667
752,0.012133333333333333
753,0.011866666666666666
754,0.0118
755,0.010866666666666667
756,0.012333333333333333
757,0.011533333333333333
758,0.0118
759,0.0112
760,0.0122
761,0.0116
762,0.011733333333333333
763,0.0122
764,0.013266666666666666
765,0.013133333333333334
766,0.011666666666666667
767,0.0122
768,0.0122
769,0.0122
770,0.0122
771,0.0124
772,0.011733333333333333
773,0.0116
774,0.0132
775,0.010666666666666666
776,0.010666666666666666
777,0.014733333333333333
778,0.011866666666666666
779,0.013866666666666666
780,0.0122
781,0.011533333333333333
782,0.0128
783,0.0106
784,0.011866666666666666
785,0.011333333333333334
786,0.0124
787,0.012333333333333333
788,0.012
789,0.012066666666666667
790,0.011866666666666666
791,0.012
792,0.0114
793,0.0116
794,0.0124
795,0.012
796,0.013733333333333334
797,0.0138
798,0.013533333333333333
799,0.0126
800,0.010733333333333333
801,0.012
802,0.012666666666666666
803,0.011733333333333333
804,0.012066666666666667
805,0.011533333333333333
806,0.0124
807,0.011
808,0.012933333333333333
809,0.011466666666666667
810,0.012666666666666666
811,0.011666666666666667
812,0.010466666666666668
813,0.012466666666666666
814,0.011266666666666666
815,0.0132
816,0.011066666666666667
817,0.011
818,0.0134
819,0.013066666666666667
820,0.0108
821,0.010933333333333333
822,0.011933333333333334
823,0.012666666666666666
824,0.012266666666666667
825,0.012533333333333334
826,0.012133333333333333
827,0.012933333333333333
828,0.012533333333333334
829,0.012866666666666667
830,0.012066666666666667
831,0.012933333333333333
832,0.013333333333333334
833,0.014866666666666667
834,0.011133333333333334
835,0.0124
836,0.0114
837,0.010666666666666666
838,0.013
839,0.0126
840,0.012466666666666666
841,0.012866666666666667
842,0.0116
843,0.014133333333333333
844,0.011933333333333334
845,0.013333333333333334
846,0.011066666666666667
847,0.012333333333333333
848,0.0114
849,0.013333333333333334
850,0.012666666666666666
851,0.013133333333333334
852,0.012
853,0.0116
854,0.013333333333333334
855,0.0112
856,0.012333333333333333
857,0.0124
858,0.012533333333333334
859,0.013
860,0.0136
861,0.011866666666666666
862,0.013733333333333334
863,0.0118
864,0.011333333333333334
865,0.011266666666666666
866,0.012066666666666667
867,0.0128
868,0.0124
869,0.010933333333333333
870,0.013066666666666667
871,0.013933333333333334
872,0.014133333333333333
873,0.013066666666666667
874,0.0124
875,0.0126
876,0.012466666666666666
877,0.013266666666666666
878,0.012533333333333334
879,0.0114
880,0.011533333333333333
881,0.013466666666666667
882,0.012533333333333334
883,0.013533333333333333
884,0.013
885,0.011066666666666667
886,0.0122
887,0.013266666666666666
888,0.0124
889,0.013666666666666667
890,0.0112
891,0.012666666666666666
892,0.011866666666666666
893,0.0132
894,0.012066666666666667
895,0.012666666666666666
896,0.011133333333333334
897,0.011266666666666666
898,0.011466666666666667
899,0.011333333333333334
900,0.011333333333333334
901,0.013333333333333334
902,0.0116
903,0.014133333333333333
904,0.011933333333333334
905,0.0122
906,0.012666666666666666
907,0.0102
908,0.011866666666666666
909,0.013666666666666667
910,0.010533333333333334
911,0.012466666666666666
912,0.011733333333333333
913,0.012
914,0.0124
915,0.0122
916,0.012333333333333333
917,0.011266666666666666
918,0.0122
919,0.011666666666666667
920,0.013333333333333334
921,0.011933333333333334
922,0.011666666666666667
923,0.011733333333333333
924,0.0122
925,0.012933333333333333
926,0.011066666666666667
927,0.011933333333333334
928,0.0128
929,0.012133333333333333
930,0.012666666666666666
931,0.0134
932,0.013066666666666667
933,0.012466666666666666
934,0.012733333333333333
935,0.013266666666666666
936,0.013933333333333334
937,0.011933333333333334
938,0.011866666666666666
939,0.0128
940,0.012133333333333333
941,0.0122
942,0.0126
943,0.011
944,0.0102
945,0.0116
946,0.011866666666666666
947,0.014
948,0.0128
949,0.012
950,0.010533333333333334
951,0.011933333333333334
952,0.012733333333333333
953,0.012066666666666667
954,0.0136
955,0.011933333333333334
956,0.011
957,0.011733333333333333
958,0.012666666666666666
959,0.011933333333333334
960,0.013133333333333334
961,0.012333333333333333
962,0.011333333333333334
963,0.011333333333333334
964,0.012866666666666667
965,0.0136
966,0.014933333333333333
967,0.012933333333333333
968,0.012133333333333333
969,0.011733333333333333
970,0.013066666666666667
971,0.012333333333333333
972,0.013266666666666666
973,0.012666666666666666
974,0.012733333333333333
975,0.0112
976,0.012533333333333334
977,0.013066666666666667
978,0.0124
979,0.011266666666666666
980,0.011133333333333334
981,0.011333333333333334
982,0.013333333333333334
983,0.011533333333333333
984,0.0116
985,0.011333333333333334
986,0.0114
987,0.011866666666666666
988,0.011866666666666666
989,0.011466666666666667
990,0.0126
991,0.011666666666666667
992,0.013733333333333334
993,0.0126
994,0.012733333333333333
995,0.0126
996,0.012133333333333333
997,0.012066666666666667
998,0.013666666666666667
999,0.011466666666666667
1000,0.009866666666666666
1001,0.011866666666666666
1002,0.011866666666666666
1003,0.012
1004,0.012133333333333333
1005,0.010866666666666667
1006,0.013533333333333333
1007,0.0136
1008,0.0126
1009,0.012266666666666667
1010,0.013
1011,0.013933333333333334
1012,0.012
1013,0.013133333333333334
1014,0.0136
1015,0.012333333333333333
1016,0.0108
1017,0.0118
1018,0.011933333333333334
1019,0.0112
1020,0.012
1021,0.012666666666666666
1022,0.0124
1023,0.013266666666666666
1024,0.0104
1025,0.0122
1026,0.012066666666666667
1027,0.0126
1028,0.013333333333333334
1029,0.012266666666666667
1030,0.011066666666666667
1031,0.0128
1032,0.0138
1033,0.012266666666666667
1034,0.011066666666666667
1035,0.012133333333333333
1036,0.011733333333333333
1037,0.013133333333333334
1038,0.013066666666666667
1039,0.013
1040,0.011333333333333334
1041,0.013466666666666667
1042,0.011133333333333334
1043,0.012
1044,0.012733333333333333
1045,0.012133333333333333
1046,0.0108
1047,0.0134
1048,0.012933333333333333
1049,0.011133333333333334
1050,0.012466666666666666
1051,0.012866666666666667
1052,0.015
1053,0.011933333333333334
1054,0.013
1055,0.0112
1056,0.014133333333333333
1057,0.013266666666666666
1058,0.013866666666666666
1059,0.012
1060,0.013733333333333334
1061,0.010933333333333333
1062,0.0118
1063,0.014066666666666667
1064,0.014533333333333334
1065,0.011733333333333333
1066,0.012066666666666667
1067,0.012333333333333333
1068,0.012
1069,0.012133333333333333
1070,0.012
1071,0.0108
1072,0.010933333333333333
1073,0.0112
1074,0.011133333333333334
1075,0.012933333333333333
1076,0.011533333333333333
1077,0.013266666666666666
1078,0.0142
1079,0.011
1080,0.0128
1081,0.0122
1082,0.013533333333333333
1083,0.012133333333333333
1084,0.010733333333333333
1085,0.012666666666666666
1086,0.014066666666666667
1087,0.012533333333333334
1088,0.010666666666666666
1089,0.0124
1090,0.012333333333333333
1091,0.011866666666666666
1092,0.011533333333333333
1093,0.012133333333333333
1094,0.012533333333333334
1095,0.011066666666666667
1096,0.012266666666666667
1097,0.011733333333333333
1098,0.013133333333333334
1099,0.012533333333333334
1100,0.012133333333333333
1101,0.0124
1102,0.011933333333333334
1103,0.011266666666666666
1104,0.012466666666666666
1105,0.012333333333333333
1106,0.0122
1107,0.011466666666666667
1108,0.0118
1109,0.011666666666666667
1110,0.011
1111,0.012933333333333333
1112,0.012333333333333333
1113,0.013933333333333334
1114,0.012466666666666666
1115,0.011
1116,0.012666666666666666
1117,0.0122
1118,0.0118
1119,0.013666666666666667
1120,0.0136
1121,0.0128
1122,0.012066666666666667
1123,0.0124
1124,0.013666666666666667
1125,0.012666666666666666
1126,0.012066666666666667
1127,0.012
1128,0.013133333333333334
1129,0.0114
1130,0.012
1131,0.0106
1132,0.012266666666666667
1133,0.0118
1134,0.011666666666666667
1135,0.012933333333333333
1136,0.013733333333333334
1137,0.0124
1138,0.0114
1139,0.0136
1140,0.012533333333333334
1141,0.012666666666666666
1142,0.0122
1143,0.0132
1144,0.013533333333333333
1145,0.013
1146,0.011933333333333334
1147,0.013466666666666667
1148,0.011933333333333334
1149,0.012333333333333333
1150,0.0114
1151,0.0142
1152,0.011266666666666666
1153,0.010066666666666666
1154,0.013266666666666666
1155,0.0114
1156,0.011933333333333334
1157,0.013133333333333334
1158,0.012133333333333333
1159,0.012066666666666667
1160,0.0138
1161,0.0102
1162,0.012133333333333333
1163,0.012866666666666667
1164,0.011066666666666667
1165,0.012133333333333333
1166,0.011733333333333333
1167,0.011733333333333333
1168,0.012933333333333333
1169,0.011533333333333333
1170,0.011333333333333334
1171,0.012866666666666667
1172,0.011866666666666666
1173,0.0108
1174,0.011466666666666667
1175,0.0142
1176,0.010866666666666667
1177,0.0122
1178,0.012333333333333333
1179,0.011866666666666666
1180,0.011133333333333334
1181,0.011333333333333334
1182,0.013666666666666667
1183,0.013533333333333333
1184,0.0112
1185,0.012866666666666667
1186,0.011533333333333333
1187,0.012133333333333333
1188,0.012533333333333334
1189,0.0116
1190,0.013
1191,0.013133333333333334
1192,0.010933333333333333
1193,0.0126
1194,0.012333333333333333
1195,0.013666666666666667
1196,0.012066666666666667
1197,0.0126
1198,0.012866666666666667
1199,0.012133333333333333
1200,0.011533333333333333
1201,0.012333333333333333
1202,0.010733333333333333
1203,0.0118
1204,0.0106
1205,0.010733333333333333
1206,0.013
1207,0.012066666666666667
1208,0.0132
1209,0.010866666666666667
1210,0.013133333333333334
1211,0.0118
1212,0.0138
1213,0.0118
1214,0.011600000000000001
1215,0.0134
1216,0.012266666666666667
1217,0.011866666666666666
1218,0.012
1219,0.011466666666666667
1220,0.011133333333333334
1221,0.012066666666666667
1222,0.011866666666666666
1223,0.012
1224,0.012466666666666666
1225,0.012133333333333333
1226,0.012733333333333333
1227,0.011466666666666667
1228,0.014333333333333333
1229,0.012333333333333333
1230,0.011
1231,0.0124
1232,0.0106
1233,0.0134
1234,0.012533333333333334
1235,0.0138
1236,0.012466666666666666
1237,0.0114
1238,0.011866666666666666
1239,0.012133333333333333
1240,0.013066666666666667
1241,0.0122
1242,0.012733333333333333
1243,0.012933333333333333
1244,0.013333333333333334
1245,0.014666666666666666
1246,0.013133333333333334
1247,0.0128
1248,0.013533333333333333
1249,0.011066666666666667
1250,0.014066666666666667
1251,0.013266666666666666
1252,0.013
1253,0.012266666666666667
1254,0.0126
1255,0.012666666666666666
1256,0.010266666666666667
1257,0.014066666666666667
1258,0.011733333333333333
1259,0.009866666666666666
1260,0.0122
1261,0.013266666666666666
1262,0.012666666666666666
1263,0.011733333333333333
1264,0.011533333333333333
1265,0.012666666666666666
1266,0.011666666666666667
1267,0.011333333333333334
1268,0.011733333333333333
1269,0.010733333333333333
1270,0.012266666666666667
1271,0.011733333333333333
1272,0.012533333333333334
1273,0.011533333333333333
1274,0.011266666666666666
1275,0.011266666666666666
1276,0.012
1277,0.011733333333333333
1278,0.013533333333333333
1279,0.011733333333333333
1280,0.012066666666666667
1281,0.012266666666666667
1282,0.012266666666666667
1283,0.012466666666666666
1284,0.0124
1285,0.013866666666666666
1286,0.0126
1287,0.013333333333333334
1288,0.013666666666666667
1289,0.013733333333333334
1290,0.012333333333333333
1291,0.010066666666666666
1292,0.0132
1293,0.0122
1294,0.012533333333333334
1295,0.012133333333333333
1296,0.012
1297,0.013133333333333334
1298,0.0138
1299,0.012133333333333333
1300,0.011933333333333334
1301,0.0118
1302,0.0126
1303,0.013733333333333334
1304,0.012133333333333333
1305,0.013333333333333334
1306,0.011866666666666666
1307,0.012533333333333334
1308,0.013
1309,0.0128
1310,0.011933333333333334
1311,0.0136
1312,0.012266666666666667
1313,0.012133333333333333
1314,0.012533333333333334
1315,0.012333333333333333
1316,0.0136
1317,0.012533333333333334
1318,0.012333333333333333
1319,0.011466666666666667
1320,0.011466666666666667
1321,0.0102
1322,0.010133333333333333
1323,0.013666666666666667
1324,0.011533333333333333
1325,0.0124
1326,0.0132
1327,0.013533333333333333
1328,0.012333333333333333
1329,0.011466666666666667
1330,0.0132
1331,0.0108
1332,0.0116
1333,0.0132
1334,0.011666666666666667
1335,0.013066666666666667
1336,0.012
1337,0.010666666666666666
1338,0.011
1339,0.012
1340,0.0142
1341,0.010866666666666667
1342,0.012066666666666667
1343,0.012333333333333333
1344,0.0134
1345,0.0124
1346,0.0128
1347,0.012533333333333334
1348,0.012866666666666667
1349,0.011466666666666667
1350,0.012066666666666667
1351,0.0122
1352,0.0112
1353,0.012733333333333333
1354,0.013333333333333334
1355,0.012866666666666667
1356,0.012
1357,0.0114
1358,0.0114
1359,0.013066666666666667
1360,0.010533333333333334
1361,0.012666666666666666
1362,0.010066666666666666
1363,0.010733333333333333
1364,0.0118
1365,0.014133333333333333
1366,0.013933333333333334
1367,0.012
1368,0.0124
1369,0.011533333333333333
1370,0.0116
1371,0.0124
1372,0.012933333333333333
1373,0.010133333333333333
1374,0.011666666666666667
1375,0.012266666666666667
1376,0.0122
1377,0.0116
1378,0.014733333333333333
1379,0.0118
1380,0.011133333333333334
1381,0.011666666666666667
1382,0.0108
1383,0.0132
1384,0.010933333333333333
1385,0.013066666666666667
1386,0.011933333333333334
1387,0.012866666666666667
1388,0.011733333333333333
1389,0.011733333333333333
1390,0.015066666666666667
1391,0.012266666666666667
1392,0.012066666666666667
1393,0.012733333333333333
1394,0.013733333333333334
1395,0.012266666666666667
1396,0.0128
1397,0.012266666666666667
1398,0.011333333333333334
1399,0.013533333333333333
1400,0.012533333333333334
1401,0.012333333333333333
1402,0.011933333333333334
1403,0.012666666666666666
1404,0.013
1405,0.010933333333333333
1406,0.011733333333333333
1407,0.0128
1408,0.0122
1409,0.013
1410,0.013
1411,0.011533333333333333
1412,0.0114
1413,0.011666666666666667
1414,0.011666666666666667
1415,0.014266666666666667
1416,0.012466666666666666
1417,0.0122
1418,0.0124
