model,intercept,slope,log_lik
4990,-0.7749999999999999,-0.09999999999999998,-108.81102451076804
4991,-0.7749999999999999,-0.08999999999999997,-107.23008996904198
4992,-0.7749999999999999,-0.08000000000000002,-105.85746170872358
4993,-0.7749999999999999,-0.07,-104.71690387689245
4994,-0.7749999999999999,-0.06,-103.83416898308796
4995,-0.7749999999999999,-0.04999999999999999,-103.23684527096937
4996,-0.7749999999999999,-0.03999999999999998,-102.95407630366876
4997,-0.7749999999999999,-0.02999999999999997,-103.01612884605848
4998,-0.7749999999999999,-0.020000000000000018,-103.45379244410339
4999,-0.7749999999999999,-0.010000000000000009,-104.29760744725148
5000,-0.7749999999999999,0,-105.57693781688683
5001,-0.7749999999999999,0.010000000000000009,-107.31892952749152
5002,-0.7749999999999999,0.020000000000000018,-109.54742124983876
5003,-0.7749999999999999,0.030000000000000027,-112.28189593977442
5004,-0.7749999999999999,0.040000000000000036,-115.53657369286172
5005,-0.7749999999999999,0.050000000000000044,-119.31974251951635
5006,-0.7749999999999999,0.06000000000000005,-123.63340246740633
5007,-0.7749999999999999,0.07000000000000006,-128.47326231035382
5008,-0.7749999999999999,0.07999999999999996,-133.82908385177475
5009,-0.7749999999999999,0.08999999999999997,-139.68532626864325
5010,-0.7749999999999999,0.09999999999999998,-146.02201079230824
5011,-0.7749999999999999,0.10999999999999999,-152.81570996028245
5012,-0.7749999999999999,0.12,-160.04056655309282
5013,-0.7749999999999999,0.13,-167.66926183866866
5014,-0.7749999999999999,0.14,-175.67387519866358
5015,-0.7749999999999999,0.15000000000000002,-184.02660167550917
5016,-0.7749999999999999,0.16000000000000003,-192.70031585657028
5017,-0.7749999999999999,0.17000000000000004,-201.66898720451127
5018,-0.7749999999999999,0.18000000000000005,-210.90796272960867
5019,-0.7749999999999999,0.19000000000000006,-220.39413837091578
5020,-0.7749999999999999,0.20000000000000007,-230.10604185823868
5021,-0.7749999999999999,0.20999999999999996,-240.02384855213404
5022,-0.7749999999999999,0.21999999999999997,-250.1293490126581
5023,-0.7749999999999999,0.22999999999999998,-260.4058837287699
5024,-0.7749999999999999,0.24,-270.83825713318265
5025,-0.7749999999999999,0.25,-281.41264005661674
5026,-0.7749999999999999,0.26,-292.11646728042484
5027,-0.7749999999999999,0.27,-302.93833485057263
5028,-0.7749999999999999,0.28,-313.8679002783124
5029,-0.7749999999999999,0.29000000000000004,-324.8957876048795
5030,-0.7749999999999999,0.30000000000000004,-336.0134984741127
5031,-0.7749999999999999,0.31000000000000005,-347.21332976807554
5032,-0.7749999999999999,0.32000000000000006,-358.48829795670383
5033,-0.7749999999999999,0.33000000000000007,-369.83207004489975
5034,-0.7749999999999999,0.33999999999999997,-381.2389008313803
5035,-0.7749999999999999,0.35,-392.7035760944468
5036,-0.7749999999999999,0.36,-404.22136126919577
5037,-0.7749999999999999,0.37,-415.7879551630432
5038,-0.7749999999999999,0.38,-427.3994482604132
5039,-0.7749999999999999,0.39,-439.0522851852267
5040,-0.7749999999999999,0.4,-450.74323091553885
5041,-0.7749999999999999,0.41000000000000003,-462.46934037484016
5042,-0.7749999999999999,0.42000000000000004,-474.22793105609856
5043,-0.7749999999999999,0.43000000000000005,-486.01655836621245
5044,-0.7749999999999999,0.44000000000000006,-497.8329934090063
5045,-0.7749999999999999,0.45000000000000007,-509.67520295327387
5046,-0.7749999999999999,0.45999999999999996,-521.5413313589954
5047,-0.7749999999999999,0.47,-533.4296842587011
5048,-0.7749999999999999,0.48,-545.3387138132242
5049,-0.7749999999999999,0.49,-557.2670053798008
5050,-0.7749999999999999,0.5,-569.2132654491819
5051,-0.75,-0.5,-227.30268487363122
5052,-0.75,-0.49,-223.91712570089373
5053,-0.75,-0.48,-220.5368192527323
5054,-0.75,-0.47,-217.16210091555578
5055,-0.75,-0.46,-213.7933373539263
5056,-0.75,-0.45,-210.4309299003247
5057,-0.75,-0.44,-207.07531834971337
5058,-0.75,-0.43,-203.72698521191077
5059,-0.75,-0.42,-200.38646048234278
5060,-0.75,-0.41000000000000003,-197.05432700042155
5061,-0.75,-0.4,-193.731226474808
5062,-0.75,-0.39,-190.4178662663312
5063,-0.75,-0.38,-187.11502703259833
5064,-0.75,-0.37,-183.82357135358794
5065,-0.75,-0.36,-180.5444534750649
5066,-0.75,-0.35,-177.2787303268059
5067,-0.75,-0.33999999999999997,-174.02757399572877
5068,-0.75,-0.32999999999999996,-170.7922858604483
5069,-0.75,-0.32,-167.57431262392782
5070,-0.75,-0.31,-164.3752645151357
5071,-0.75,-0.3,-161.1969359693162
5072,-0.75,-0.29000000000000004,-158.0413291399171
5073,-0.75,-0.28,-154.9106806435336
5074,-0.75,-0.27,-151.80749199233475
5075,-0.75,-0.26,-148.73456422587455
5076,-0.75,-0.25,-145.6950373149096
5077,-0.75,-0.24,-142.69243497194952
5078,-0.75,-0.22999999999999998,-139.73071556359642
5079,-0.75,-0.21999999999999997,-136.81432987331638
5080,-0.75,-0.21000000000000002,-133.9482865026343
5081,-0.75,-0.2,-131.13822571282452
5082,-0.75,-0.19,-128.39050248219627
5083,-0.75,-0.18,-125.71227946390282
5084,-0.75,-0.16999999999999998,-123.11163034549939
5085,-0.75,-0.15999999999999998,-120.59765379365292
5086,-0.75,-0.14999999999999997,-118.18059766270142
5087,-0.75,-0.14,-115.87199238795495
5088,-0.75,-0.13,-113.68479139446575
5089,-0.75,-0.12,-111.63351484093472
5090,-0.75,-0.10999999999999999,-109.73439099822332
5091,-0.75,-0.09999999999999998,-108.00548696344752
5092,-0.75,-0.08999999999999997,-106.46681721568697
5093,-0.75,-0.08000000000000002,-105.14041480938943
5094,-0.75,-0.07,-104.05034602368389
5095,-0.75,-0.06,-103.22264553046728
5096,-0.75,-0.04999999999999999,-102.68514641629608
5097,-0.75,-0.03999999999999998,-102.46717884120743
5098,-0.75,-0.02999999999999997,-102.59911416440453
5099,-0.75,-0.020000000000000018,-103.11173947710508
5100,-0.75,-0.010000000000000009,-104.03546172153366
5101,-0.75,0,-105.39936097838398
5102,-0.75,0.010000000000000009,-107.23013741787587
5103,-0.75,0.020000000000000018,-109.55102208955523
5104,-0.75,0.030000000000000027,-112.38074259874843
5105,-0.75,0.040000000000000036,-115.73264454659838
5106,-0.75,0.050000000000000044,-119.61406346802228
5107,-0.75,0.06000000000000005,-124.02601839478025
5108,-0.75,0.07000000000000006,-128.9632603194351
5109,-0.75,0.07999999999999996,-134.41466426235246
5110,-0.75,0.08999999999999997,-140.36391197830798
5111,-0.75,0.09999999999999998,-146.79038220366886
5112,-0.75,0.10999999999999999,-153.67015169959978
5113,-0.75,0.12,-160.9770134136571
5114,-0.75,0.13,-168.6834340887043
5115,-0.75,0.14,-176.76139674942337
5116,-0.75,0.15000000000000002,-185.1830978674168
5117,-0.75,0.16000000000000003,-193.92149030175557
5118,-0.75,0.17000000000000004,-202.95067901433535
5119,-0.75,0.18000000000000005,-212.24618656708088
5120,-0.75,0.19000000000000006,-221.7851102404941
5121,-0.75,0.20000000000000007,-231.54619356617553
5122,-0.75,0.20999999999999996,-241.50983351690562
5123,-0.75,0.21999999999999997,-251.6580417178463
5124,-0.75,0.22999999999999998,-261.97437468711064
5125,-0.75,0.24,-272.44384482864484
5126,-0.75,0.25,-283.0528209805355
5127,-0.75,0.26,-293.788924887819
5128,-0.75,0.27,-304.64092803250895
5129,-0.75,0.28,-315.5986517686596
5130,-0.75,0.29000000000000004,-326.6528726061492
5131,-0.75,0.30000000000000004,-337.79523368845497
5132,-0.75,0.31000000000000005,-349.0181629479687
5133,-0.75,0.32000000000000006,-360.31479803896053
5134,-0.75,0.33000000000000007,-371.6789178959858
5135,-0.75,0.33999999999999997,-383.10488060771536
5136,-0.75,0.35,-394.5875672052022
5137,-0.75,0.36,-406.1223309188513
5138,-0.75,0.37,-417.70495144480344
5139,-0.75,0.38,-429.33159376842127
5140,-0.75,0.39,-440.99877111222423
5141,-0.75,0.4,-452.703311602748
5142,-0.75,0.41000000000000003,-464.4423282817758
5143,-0.75,0.42000000000000004,-476.2131921194336
5144,-0.75,0.43000000000000005,-488.01350771865947
5145,-0.75,0.44000000000000006,-499.84109143084373
5146,-0.75,0.45000000000000007,-511.69395163131514
5147,-0.75,0.45999999999999996,-523.5702709293802
5148,-0.75,0.47,-535.4683901119269
5149,-0.75,0.48,-547.3867936410643
5150,-0.75,0.49,-559.324096545951
5151,-0.75,0.5,-571.2790325661528
5152,-0.7249999999999999,-0.5,-226.01224587543396
5153,-0.7249999999999999,-0.49,-222.63012836258653
5154,-0.7249999999999999,-0.48,-219.2533794494061
5155,-0.7249999999999999,-0.47,-215.882342306802
5156,-0.7249999999999999,-0.46,-212.517392126024
5157,-0.7249999999999999,-0.45,-209.1589395875075
5158,-0.7249999999999999,-0.44,-205.80743474358738
5159,-0.7249999999999999,-0.43,-202.4633713692201
5160,-0.7249999999999999,-0.42,-199.12729184255122
5161,-0.7249999999999999,-0.41000000000000003,-195.79979262602305
5162,-0.7249999999999999,-0.4,-192.48153042891303
5163,-0.7249999999999999,-0.39,-189.17322914392864
5164,-0.7249999999999999,-0.38,-185.8756876639915
5165,-0.7249999999999999,-0.37,-182.58978870087947
5166,-0.7249999999999999,-0.36,-179.31650874525127
5167,-0.7249999999999999,-0.35,-176.0569293280755
5168,-0.7249999999999999,-0.33999999999999997,-172.8122497669735
5169,-0.7249999999999999,-0.32999999999999996,-169.58380160783483
5170,-0.7249999999999999,-0.32,-166.3730650026628
5171,-0.7249999999999999,-0.31,-163.1816872993288
5172,-0.7249999999999999,-0.3,-160.01150415810787
5173,-0.7249999999999999,-0.29000000000000004,-156.86456355378928
5174,-0.7249999999999999,-0.28,-153.74315307092073
5175,-0.7249999999999999,-0.27,-150.64983095321162
5176,-0.7249999999999999,-0.26,-147.5874614257479
5177,-0.7249999999999999,-0.25,-144.5592548693117
5178,-0.7249999999999999,-0.24,-141.56881348768832
5179,-0.7249999999999999,-0.22999999999999998,-138.62018316800467
5180,-0.7249999999999999,-0.21999999999999997,-135.7179122855963
5181,-0.7249999999999999,-0.21000000000000002,-132.86711824071847
5182,-0.7249999999999999,-0.2,-130.0735625229965
5183,-0.7249999999999999,-0.19,-127.3437350642927
5184,-0.7249999999999999,-0.18,-124.68494853850916
5185,-0.7249999999999999,-0.16999999999999998,-122.10544306615675
5186,-0.7249999999999999,-0.15999999999999998,-119.61450144019169
5187,-0.7249999999999999,-0.14999999999999997,-117.22257445316929
5188,-0.7249999999999999,-0.14,-114.94141510620999
5189,-0.7249999999999999,-0.13,-112.78421933691718
5190,-0.7249999999999999,-0.12,-110.76576932720558
5191,-0.7249999999999999,-0.10999999999999999,-108.90257335628446
5192,-0.7249999999999999,-0.09999999999999998,-107.21299348474354
5193,-0.7249999999999999,-0.08999999999999997,-105.71734908546408
5194,-0.7249999999999999,-0.08000000000000002,-104.4379804763062
5195,-0.7249999999999999,-0.07,-103.399252934486
5196,-0.7249999999999999,-0.06,-102.62747771359491
5197,-0.7249999999999999,-0.04999999999999999,-102.15072419356845
5198,-0.7249999999999999,-0.03999999999999998,-101.99849716463467
5199,-0.7249999999999999,-0.02999999999999997,-102.20125692433399
5200,-0.7249999999999999,-0.020000000000000018,-102.78976879133053
5201,-0.7249999999999999,-0.010000000000000009,-103.79428377178279
5202,-0.7249999999999999,0,-105.24357329043626
5203,-0.7249999999999999,0.010000000000000009,-107.16386618547972
5204,-0.7249999999999999,0.020000000000000018,-109.57776153127203
5205,-0.7249999999999999,0.030000000000000027,-112.50321053789594
5206,-0.7249999999999999,0.040000000000000036,-115.95266859675297
5207,-0.7249999999999999,0.050000000000000044,-119.93250992939653
5208,-0.7249999999999999,0.06000000000000005,-124.44277137295151
5209,-0.7249999999999999,0.07000000000000006,-129.47725249032362
5210,-0.7249999999999999,0.07999999999999996,-135.02395441119504
5211,-0.7249999999999999,0.08999999999999997,-141.0657992754153
5212,-0.7249999999999999,0.09999999999999998,-147.5815441108071
5213,-0.7249999999999999,0.10999999999999999,-154.54679175594882
5214,-0.7249999999999999,0.12,-161.93500661993568
5215,-0.7249999999999999,0.13,-169.71846046202504
5216,-0.7249999999999999,0.14,-177.86905701099536
5217,-0.7249999999999999,0.15000000000000002,-186.35900843593856
5218,-0.7249999999999999,0.16000000000000003,-195.16135734835447
5219,-0.7249999999999999,0.17000000000000004,-204.2503531166151
5220,-0.7249999999999999,0.18000000000000005,-213.60170051482777
5221,-0.7249999999999999,0.19000000000000006,-223.19270294507933
5222,-0.7249999999999999,0.20000000000000007,-233.0023229980911
5223,-0.7249999999999999,0.20999999999999996,-243.01118131511097
5224,-0.7249999999999999,0.21999999999999997,-253.20151171578252
5225,-0.7249999999999999,0.22999999999999998,-263.5570871748587
5226,-0.7249999999999999,0.24,-274.06312797268646
5227,-0.7249999999999999,0.25,-284.7062004780339
5228,-0.7249999999999999,0.26,-295.47411264934186
5229,-0.7249999999999999,0.27,-306.3558104633208
5230,-0.7249999999999999,0.28,-317.34127804679775
5231,-0.7249999999999999,0.29000000000000004,-328.4214432264612
5232,-0.7249999999999999,0.30000000000000004,-339.58808944681545
5233,-0.7249999999999999,0.31000000000000005,-350.8337744712525
5234,-0.7249999999999999,0.32000000000000006,-362.1517559176277
5235,-0.7249999999999999,0.33000000000000007,-373.53592344218356
5236,-0.7249999999999999,0.33999999999999997,-384.9807372387571
5237,-0.7249999999999999,0.35,-396.48117243708214
5238,-0.7249999999999999,0.36,-408.03266894488763
5239,-0.7249999999999999,0.37,-419.6310862689204
5240,-0.7249999999999999,0.38,-431.2726628597579
5241,-0.7249999999999999,0.39,-442.9539795468009
5242,-0.7249999999999999,0.4,-454.6719266582772
5243,-0.7249999999999999,0.41000000000000003,-466.42367445270077
5244,-0.7249999999999999,0.42000000000000004,-478.20664652097946
5245,-0.7249999999999999,0.43000000000000005,-490.0184958503715
5246,-0.7249999999999999,0.44000000000000006,-501.85708327219186
5247,-0.7249999999999999,0.45000000000000007,-513.7204580436968
5248,-0.7249999999999999,0.45999999999999996,-525.6068403409645
5249,-0.7249999999999999,0.47,-537.5146054632816
5250,-0.7249999999999999,0.48,-549.4422695715606
5251,-0.7249999999999999,0.49,-561.3884768022505
5252,-0.7249999999999999,0.5,-573.3519876157025
5253,-0.7,-0.5,-224.72526520500654
5254,-0.7,-0.49,-221.3466561687992
5255,-0.7,-0.48,-217.9735338568103
5256,-0.7,-0.47,-214.6062493949071
5257,-0.7,-0.46,-211.2451866882019
5258,-0.7,-0.45,-207.89076597066486
5259,-0.7,-0.44,-204.54344777785158
5260,-0.7,-0.43,-201.2037373980271
5261,-0.7,-0.42,-197.8721898648178
5262,-0.7,-0.41000000000000003,-194.5494155635508
5263,-0.7,-0.4,-191.236086533831
5264,-0.7,-0.39,-187.93294356286162
5265,-0.7,-0.38,-184.64080417776904
5266,-0.7,-0.37,-181.36057166100778
5267,-0.7,-0.36,-178.09324523109171
5268,-0.7,-0.35,-174.8399315517413
5269,-0.7,-0.33999999999999997,-171.6018577564104
5270,-0.7,-0.32999999999999996,-168.38038620242477
5271,-0.7,-0.32,-165.17703120001488
5272,-0.7,-0.31,-161.99347799672407
5273,-0.7,-0.3,-158.83160433735364
5274,-0.7,-0.29000000000000004,-155.693504964004
5275,-0.7,-0.28,-152.58151946996406
5276,-0.7,-0.27,-149.49826397499854
5277,-0.7,-0.26,-146.44666714735666
5278,-0.7,-0.25,-143.43001115832232
5279,-0.7,-0.24,-140.45197821610822
5280,-0.7,-0.22999999999999998,-137.51670338375757
5281,-0.7,-0.21999999999999997,-134.6288344348532
5282,-0.7,-0.21000000000000002,-131.79359953286726
5283,-0.7,-0.2,-129.01688352271975
5284,-0.7,-0.19,-126.30531357918171
5285,-0.7,-0.18,-123.66635484200064
5286,-0.7,-0.16999999999999998,-121.10841644914719
5287,-0.7,-0.15999999999999998,-118.64096801373651
5288,-0.7,-0.14999999999999997,-116.27466602074392
5289,-0.7,-0.14,-114.02148877689929
5290,-0.7,-0.13,-111.89487734906365
5291,-0.7,-0.12,-109.90987828367155
5292,-0.7,-0.10999999999999999,-108.08328172767885
5293,-0.7,-0.09999999999999998,-106.43374581161402
5294,-0.7,-0.08999999999999997,-104.98189481222303
5295,-0.7,-0.08000000000000002,-103.75037480645118
5296,-0.7,-0.07,-102.76384656707985
5297,-0.7,-0.06,-102.04889190476806
5298,-0.7,-0.04999999999999999,-101.63380743138158
5299,-0.7,-0.03999999999999998,-101.54826004129811
5300,-0.7,-0.02999999999999997,-101.82278274492477
5301,-0.7,-0.020000000000000018,-102.48809924630959
5302,-0.7,-0.010000000000000009,-103.57428167859536
5303,-0.7,0,-105.10976782167326
5304,-0.7,0.010000000000000009,-107.12028970637319
5305,-0.7,0.020000000000000018,-109.62779044352956
5306,-0.7,0.030000000000000027,-112.6494244876952
5307,-0.7,0.040000000000000036,-116.19674226290641
5308,-0.7,0.050000000000000044,-120.27514897638304
5309,-0.7,0.06000000000000005,-124.88369928178871
5310,-0.7,0.07000000000000006,-130.01524877451666
5311,-0.7,0.07999999999999996,-135.65693850590566
5312,-0.7,0.08999999999999997,-141.7909494674768
5313,-0.7,0.09999999999999998,-148.39543814196858
5314,-0.7,0.10999999999999999,-155.4455554151415
5315,-0.7,0.12,-162.91445835739987
5316,-0.7,0.13,-170.77424304317563
5317,-0.7,0.14,-178.9967506371737
5318,-0.7,0.15000000000000002,-187.55422290953848
5319,-0.7,0.16000000000000003,-196.41980334168235
5320,-0.7,0.17000000000000004,-205.56789427727182
5321,-0.7,0.18000000000000005,-214.97438906157348
5322,-0.7,0.19000000000000006,-224.61680173773942
5323,-0.7,0.20000000000000007,-234.47431699219385
5324,-0.7,0.20999999999999996,-244.52778100639702
5325,-0.7,0.21999999999999997,-254.75965077084393
5326,-0.7,0.22999999999999998,-265.15391601804305
5327,-0.7,0.24,-275.69600470570543
5328,-0.7,0.25,-286.37268017069687
5329,-0.7,0.26,-297.1719357637623
5330,-0.7,0.27,-308.0828909565819
5331,-0.7,0.28,-319.09569153066343
5332,-0.7,0.29000000000000004,-330.20141543821046
5333,-0.7,0.30000000000000004,-341.39198519390703
5334,-0.7,0.31000000000000005,-352.6600871467019
5335,-0.7,0.32000000000000006,-363.99909763636725
5336,-0.7,0.33000000000000007,-375.40301581641705
5337,-0.7,0.33999999999999997,-386.86640278846363
5338,-0.7,0.35,-398.3843266175717
5339,-0.7,0.36,-409.9523127644036
5340,-0.7,0.37,-421.56629946429535
5341,-0.7,0.38,-433.2225975955645
5342,-0.7,0.39,-444.9178546029128
5343,-0.7,0.4,-456.64902207115097
5344,-0.7,0.41000000000000003,-468.41332657704
5345,-0.7,0.42000000000000004,-480.2082434800523
5346,-0.7,0.43000000000000005,-492.0314733452337
5347,-0.7,0.44000000000000006,-503.8809207220692
5348,-0.7,0.45000000000000007,-515.7546750316689
5349,-0.7,0.45999999999999996,-527.650993341183
5350,-0.7,0.47,-539.5682848277802
5351,-0.7,0.48,-551.5050967562319
5352,-0.7,0.49,-563.4601018133758
5353,-0.7,0.5,-575.4320866597975
5354,-0.6749999999999998,-0.5,-223.44180525827636
5355,-0.6749999999999998,-0.49,-220.066772407164
5356,-0.6749999999999998,-0.48,-216.69734668797955
5357,-0.6749999999999998,-0.47,-213.33388735549056
5358,-0.6749999999999998,-0.46,-209.97678721967205
5359,-0.6749999999999998,-0.45,-206.62647627780362
5360,-0.6749999999999998,-0.44,-203.2834257791032
5361,-0.6749999999999998,-0.43,-199.94815277834007
5362,-0.6749999999999998,-0.42,-196.62122524287273
5363,-0.6749999999999998,-0.41000000000000003,-193.3032677867589
5364,-0.6749999999999998,-0.4,-189.99496811617246
5365,-0.6749999999999998,-0.39,-186.69708428253855
5366,-0.6749999999999998,-0.38,-183.41045285380667
5367,-0.6749999999999998,-0.37,-180.13599813037524
5368,-0.6749999999999998,-0.36,-176.87474255066846
5369,-0.6749999999999998,-0.35,-173.62781845255967
5370,-0.6749999999999998,-0.33999999999999997,-170.3964813810941
5371,-0.6749999999999998,-0.32999999999999996,-167.18212516065353
5372,-0.6749999999999998,-0.32,-163.98629898120544
5373,-0.6749999999999998,-0.31,-160.81072678395032
5374,-0.6749999999999998,-0.3,-157.65732927184115
5375,-0.6749999999999998,-0.29000000000000004,-154.52824891530824
5376,-0.6749999999999998,-0.28,-151.42587837312587
5377,-0.6749999999999998,-0.27,-148.3528928024486
5378,-0.6749999999999998,-0.26,-145.31228658992495
5379,-0.6749999999999998,-0.25,-142.30741509607486
5380,-0.6749999999999998,-0.24,-139.34204206539843
5381,-0.6749999999999998,-0.22999999999999998,-136.42039341110583
5382,-0.6749999999999998,-0.21999999999999997,-133.5472181299841
5383,-0.6749999999999998,-0.21000000000000002,-130.72785713090383
5384,-0.6749999999999998,-0.2,-127.96832075699437
5385,-0.6749999999999998,-0.19,-125.275375728391
5386,-0.6749999999999998,-0.18,-122.65664210445613
5387,-0.6749999999999998,-0.16999999999999998,-120.12070062728722
5388,-0.6749999999999998,-0.15999999999999998,-117.67721041692198
5389,-0.6749999999999998,-0.14999999999999997,-115.33703638497717
5390,-0.6749999999999998,-0.14,-113.11238484609636
5391,-0.6749999999999998,-0.13,-111.01694455225133
5392,-0.6749999999999998,-0.12,-109.0660286643142
5393,-0.6749999999999998,-0.10999999999999999,-107.27671092596458
5394,-0.6749999999999998,-0.09999999999999998,-105.66794646510586
5395,-0.6749999999999998,-0.08999999999999997,-104.2606642347799
5396,-0.6749999999999998,-0.08000000000000002,-103.07781426128996
5397,-0.6749999999999998,-0.07,-102.14434893100311
5398,-0.6749999999999998,-0.06,-101.4871141330467
5399,-0.6749999999999998,-0.04999999999999999,-101.13462413042156
5400,-0.6749999999999998,-0.03999999999999998,-101.11669483370682
5401,-0.6749999999999998,-0.02999999999999997,-101.46391517607188
5402,-0.6749999999999998,-0.020000000000000018,-102.2069468953616
5403,-0.6749999999999998,-0.010000000000000009,-103.3756599328959
5404,-0.6749999999999998,0,-104.99813325885638
5405,-0.6749999999999998,0.010000000000000009,-107.0995767204882
5406,-0.6749999999999998,0.020000000000000018,-109.70125389290189
5407,-0.6749999999999998,0.030000000000000027,-112.81950284654428
5408,-0.6749999999999998,0.040000000000000036,-116.46495527460755
5409,-0.6749999999999998,0.050000000000000044,-120.64204082544057
5410,-0.6749999999999998,0.06000000000000005,-125.34883317009687
5411,-0.6749999999999998,0.07000000000000006,-130.57725249032362
5412,-0.6749999999999998,0.07999999999999996,-136.31359445867568
5413,-0.6749999999999998,0.08999999999999997,-142.53931800420736
5414,-0.6749999999999998,0.09999999999999998,-149.23200056437207
5415,-0.6749999999999998,0.10999999999999999,-156.36636312179988
5416,-0.6749999999999998,0.12,-163.91527648475827
5417,-0.6749999999999998,0.13,-171.85068007895129
5418,-0.6749999999999998,0.14,-180.14436889535023
5419,-0.6749999999999998,0.15000000000000002,-188.76862783789358
5420,-0.6749999999999998,0.16000000000000003,-197.69671201047896
5421,-0.6749999999999998,0.17000000000000004,-206.90318496357958
5422,-0.6749999999999998,0.18000000000000005,-216.36413467371082
5423,-0.6749999999999998,0.19000000000000006,-226.05729008728693
5424,-0.6749999999999998,0.20000000000000007,-235.96206080582706
5425,-0.6749999999999998,0.20999999999999996,-246.05952024169932
5426,-0.6749999999999998,0.21999999999999997,-256.33234938283385
5427,-0.6749999999999998,0.22999999999999998,-266.7647548971839
5428,-0.6749999999999998,0.24,-277.3423721192657
5429,-0.6749999999999998,0.25,-288.05216070799355
5430,-0.6749999999999998,0.26,-298.8822985167172
5431,-0.6749999999999998,0.27,-309.82207745601863
5432,-0.6749999999999998,0.28,-320.86180379780785
5433,-0.6749999999999998,0.29000000000000004,-331.9927043907796
5434,-0.6749999999999998,0.30000000000000004,-343.2068395583222
5435,-0.6749999999999998,0.31000000000000005,-354.4970229648501
5436,-0.6749999999999998,0.32000000000000006,-365.8567484108483
5437,-0.6749999999999998,0.33000000000000007,-377.2801233075089
5438,-0.6749999999999998,0.33999999999999997,-388.76180845539284
5439,-0.6749999999999998,0.35,-400.2969636833262
5440,-0.6749999999999998,0.36,-411.88119887512437
5441,-0.6749999999999998,0.37,-423.5105299096519
5442,-0.6749999999999998,0.38,-435.18133905456835
5443,-0.6749999999999998,0.39,-446.8903393791136
5444,-0.6749999999999998,0.4,-458.63454278191455
5445,-0.6749999999999998,0.41000000000000003,-470.411231263109
5446,-0.6749999999999998,0.42000000000000004,-482.21793110320294
5447,-0.6749999999999998,0.43000000000000005,-494.05238964406493
5448,-0.6749999999999998,0.44000000000000006,-505.9125543977675
5449,-0.6749999999999998,0.45000000000000007,-517.7965542380391
5450,-0.6749999999999998,0.45999999999999996,-529.702682454704
5451,-0.6749999999999998,0.47,-541.6293814756755
5452,-0.6749999999999998,0.48,-553.5752290823315
5453,-0.6749999999999998,0.49,-565.5389259628004
5454,-0.6749999999999998,0.5,-577.5192844653627
5455,-0.6499999999999999,-0.5,-222.16192902462404
5456,-0.6499999999999999,-0.49,-218.79054095512393
5457,-0.6499999999999999,-0.48,-215.42488274243098
5458,-0.6499999999999999,-0.47,-212.06532194771108
5459,-0.6499999999999999,-0.46,-208.7122604807037
5460,-0.6499999999999999,-0.45,-205.36613831604834
5461,-0.6499999999999999,-0.44,-202.02743765174722
5462,-0.6499999999999999,-0.43,-198.69668756738622
5463,-0.6499999999999999,-0.42,-195.3744692478944
5464,-0.6499999999999999,-0.41000000000000003,-192.0614218479996
5465,-0.6499999999999999,-0.4,-188.75824908332243
5466,-0.6499999999999999,-0.39,-185.46572664645547
5467,-0.6499999999999999,-0.38,-182.18471056063106
5468,-0.6499999999999999,-0.37,-178.91614659996338
5469,-0.6499999999999999,-0.36,-175.66108092405182
5470,-0.6499999999999999,-0.35,-172.42067209627893
5471,-0.6499999999999999,-0.33999999999999997,-169.19620467978115
5472,-0.6499999999999999,-0.32999999999999996,-165.98910463317935
5473,-0.6499999999999999,-0.32,-162.8009567601059
5474,-0.6499999999999999,-0.31,-159.6335245027016
5475,-0.6499999999999999,-0.3,-156.48877240988872
5476,-0.6499999999999999,-0.29000000000000004,-153.36889165653315
5477,-0.6499999999999999,-0.28,-150.27632903959707
5478,-0.6499999999999999,-0.27,-147.21381993173998
5479,-0.6499999999999999,-0.26,-144.18442573075583
5480,-0.6499999999999999,-0.25,-141.191576403228
5481,-0.6499999999999999,-0.24,-138.23911878025856
5482,-0.6499999999999999,-0.22999999999999998,-135.3313713179678
5483,-0.6499999999999999,-0.21999999999999997,-132.47318607937575
5484,-0.6499999999999999,-0.21000000000000002,-129.67001871794199
5485,-0.6499999999999999,-0.2,-126.92800723298228
5486,-0.6499999999999999,-0.19,-124.2540602043614
5487,-0.6499999999999999,-0.18,-121.65595507195792
5488,-0.6499999999999999,-0.16999999999999998,-119.1424467688462
5489,-0.6499999999999999,-0.15999999999999998,-116.72338659911912
5490,-0.6499999999999999,-0.14999999999999997,-114.40985061207945
5491,-0.6499999999999999,-0.14,-112.21427579108361
5492,-0.6499999999999999,-0.13,-110.15060106323156
5493,-0.6499999999999999,-0.12,-108.23440835625662
5494,-0.6499999999999999,-0.10999999999999999,-106.48305660176501
5495,-0.6499999999999999,-0.09999999999999998,-104.91579866480072
5496,-0.6499999999999999,-0.08999999999999997,-103.5538676996781
5497,-0.6499999999999999,-0.08000000000000002,-102.42051555628429
5498,-0.6499999999999999,-0.07,-101.5409819623914
5499,-0.6499999999999999,-0.06,-100.9423699434001
5500,-0.6499999999999999,-0.04999999999999999,-100.65340130657978
5501,-0.6499999999999999,-0.03999999999999998,-100.70402732733555
5502,-0.6499999999999999,-0.02999999999999997,-101.12487551313725
5503,-0.6499999999999999,-0.020000000000000018,-101.94652479097495
5504,-0.6499999999999999,-0.010000000000000009,-103.1986192377527
5505,-0.6499999999999999,0,-104.90885371243444
5506,-0.6499999999999999,0.010000000000000009,-107.10189064920391
